,질병명,축종,정의,주요증상
1383,저먼 세퍼트종의 성견-개시 말초신경병증(ADULT-ONSET PERIPHERAL NEUROPATHY IN GERMAN SHEPHERD DOGS),개,"다섯 마리의 열살 먹은 저먼 세퍼트의 한배새끼들은 뒷다리약화와 근육의 위축이 되었다. 증상은 점진적이다. 일차 병변은 신경원성 근육 위축, 분절말이집 탈락, 왈러 변성(Wallerian Degeneration)이다. 다섯 마리들은 각각 다른 주인에게서 키워졌다. 다섯 마리의 엄마개와 할머니개는 비슷한 증상이 나타난후 10세 정도에 죽었다. 이것은 늦게 개시하는 선천적 말초신경병증에 의해서라고 믿어진다.", 거리감각불능 뒷다리반사이상(증가나감소) 뒷다리양쪽부전마비 뒷다리위축 빛에대한동공의비정상반응 사지마비 앞다리반사이상(증가나감소) 운동실조 
1384,"AELUROSTRONGYLUS, CAPILLARIA, 고양이의 폐충(AELUROSTRONGYLUS, CAPILLARIA, LUNGWORM IN CATS)",고양이," AELUROSTRONGYLUS ABSTRUSUS는 고양이의 대표적 폐충이다. CAPILLARIA AEROPHILA는 고양이에 감염되나 대부분 무증상 감염이다. 심각한 감염은 증상을 야기시킬 수 있으나 대부분의 감염된 고양이는 면역이 증가함으로써 병변이 퇴행되어 거의 질병을 보이지 않는다. 이유는 고양이가 새, 개구리, 설치류같은 숙주를 잡아먹어야 ALEUROSTRONGULUS에 감염되기 때문이다. 밖에서 사냥하는 동물은 ALEUROSTRONGULUS에 감염되는 위험에 처해있다.", 건강상태불량 기침 기침시객혈 다호흡 무기력 발열 수척 식욕부진 재채기 점액양비강분비물 증체율불량 체중감소 호흡곤란
1385,"암컷 개, 고양이의 무유증(AGALACTIA IN THE BITCH AND QUEEN)","개, 고양이", 비록 건강한 암캐와 고양이어도 신생아의 요구에 못 미치는 젖의 생산에 직면할수 있다. 다른 원인은 배제시킴으로써 진단한다., 무유증 
1386,"말과 개의 나이와 연관된 유리체 혼탁, 별모양 유리체증(AGE ASSOCIATED VITREOUS OPACITIES IN HORSES AND DOGS, ASTEROID HYALOSIS)",개," 눈의 유리체의 혼탁은 반점상, 실모양으로 이유기의 약15%, 또 10년 이상된 말에서 90%이상 나타난다. 나이와 연관된 혼탁은 염증조각과 구별하기 힘드나 다른 이상들과는 관련이 없다.  발병률은 늙은 개의 2.5% 까지 나이가 증가함에 따라 늘어난다.", 유리체(초자체)혼탁또는침전물 
1387,나이와 연관된 불임(AGE-ASSOCIATED INFERTILITY),"개, 고양이","모든 종에서 나이가 들수록 수정능력이 감소한다.", 수컷불임 암컷불임 유산허약한새끼분만 
1388,"개, 고양이, 돼지의 공격성(AGGRESSION IN DOGS, CATS, HORSES, AND PIGS)","개, 고양이",사람이나 다른 동물에대한 공격성은 흔한 행동적인 문제이다., 비정상적또는공격적행동 습성이바뀜 
1389,"말, 개, 고양이의 공기 색전증(AIR EMBOLISM IN HORSES, DOGS, AND CATS)","개, 고양이","말에서 700~6000ml의 공기를 정맥에 빠르게 주사하면 치명적인 결과를 보인다. 크고 튀는 심잡음들이 계속되지만 특징적인 증상으로 믿어지는 맥박에 관련있다. 냉동수술, 공기방광 조영술, 복강경을통해  공기색전증이 소동물에서 보고된 바 있다. 병력과 부검시심장내부와 다른 기관의 공기를 통해 진단한다.", 다한증 다호흡 돌연사 동정지 무기력 발작 빈맥 실신 심방조동 심실세동 조동 심잡음 청색증 피(P)파결손 피부냉감 호흡곤란 흥분 
1390,개의 ALARIA ARISAEMOIDES기생충증(ALARIA ARISAEMOIDES PARASITISM IN DOGS),개,ALARIA ARISAEMOIDES는 전형적으로 여우와 코요테에서 발견되는 선충류 기생충이다. 드문 경우에 기생충은 개의 소장에 존재해  임상증상을 나타낸다., 건강상태불량 구토 발육정지 수척 식욕부진 증체율불량 체중감소 
1391,알라스칸 말라뮤트의 난장이증-빈혈 증후군(ALASKAN MALAMUTE DWARFISM-ANEMIA SYNDROME),개,알라스칸 말라뮤트에서 용혈성 빈혈과 연골형성장애가 상염색체열성으로 유전된다. 빈혈은 약하게 나타난다.  동물은 정상적인 PCV이나 헤모글로빈 함유가 감소되어 적혈구지수가 변한다. 증상과 적혈구지수 또는 어린개의 앞발손목관절의 성장판의 방사선촬영으로 진단한다., 뒷다리만곡 굽음 뒷다리파행 뒷다리가상대적으로짧음 발육정지 앞다리만곡 앞다리종창 앞다리파행 앞다리가상대적으로짧음 전신파행 절름발이 
1392,"고양이의 백색증, 알비노 고양이(ALBINISM, ALBINO CATS)",고양이,"백색증은  여러 가지로 나타난다. 여러가지 색의 홍채(홍채얼룩증), 한쪽 홍채의 색소의 비균등한 분포(앞의 둘 다 선천적이다), 또는 분홍색 홍채와 맥락막과 망막색소의 부족을 가진 완전한 백색증이 존재한다. 홍채얼룩증을 가진 흰 고양이에서, 홍채는 파란색이고 같은 쪽 귀는 난청, 귀머거리, 귀의 안쪽 색소가 감소되어있다. 홍채얼룩증과 난청 , 귀머거리는 상염색체 불완전우성이다. 증상, 눈부심, 완전한 백색증과 동반한 사시로 진단한다.", 귀머거리 난청 눈부심 사시 사팔뜨기 홍채의색소침착이상 
1393,"고양이의 흡인성 ,알러지성, 아토피성 피부염, 고양이 아토피(ALLERGIC INHALENT, ATOPIC, DERMATITIS IN CATS, 고양이 ATOPY)",고양이,"고양이 아토피는 피부질병의 원인으로 인식되어 오고 있다. 감염된 고양이는 종종  얼굴, 목, 귀의 소양감을 나타낸다. 피부병변은  명백한 홍반과 부종은 아니다. 다른 질병의 원인은 제외되어야 한다. 고양이의 흡인성 알러지성 피부염은 좁쌀피부염과 호산성 가피와 같은  피부 문제를 다른 고양이에게 야기시킨다.",림프절종대 소양감 탈모 피부구진 피부농포 피부부종 피부인설 피부통증 피부플라크(반) 피부 털의건조 피부의가피 피부의궤양 피부홍반 
1394,"개의 흡인성, 알러지성, 아토피성 피부염, 개 아토피(ALLERGIC INHALENT, ATOPIC, DERMATITIS IN DOGS, 개 ATOPY)",개,"개 아토피는 일차 피부 병변이 없이 심한 가려움이 있는 질병이다. 병변은 창상, 이차 지루성, 이차 화농피부증을 포함한 소양감의 결과이다. 병변은 얼굴, 발, 복부에서 일어나고 심해질수 있다. 개는 종종 외이도염과 결막염을 갖는다.10%는 땀 과다증을 보인다. 대개 한 살에서 세 살에 발병한다. 흡인된 알러지 원인물에 의해서 반응한다고 알려진다. 그리고 계절성이다. 진단은 병력과 임상증상 그리고 in vitro와  in vivo 검사한다.", 각막의부종 각막혈관신생 결막 공막의발적 결막부종 과각화증 귀긁기 귀의화농성 점액양분비물 귓밥이많음 기침 눈물흘림 눈의화농성분비물 다한증 머리흔들기 소양감 악취 재채기 지루성피부 털 깃털 탈모 털의과도한색소침착 피부구진 피부균열 피부농포 피부색소과잉침착 피부인설 피부통증 피부 털의건조 피부의가피 피부의궤양 피부홍반 
1395,"개, 고양이, 말, 소의 원형탈모증(ALOPECIA AREATA OF DOGS, CATS, HORSES, AND CATTLE)","개, 고양이",원형탈모는 생검상 어떤 염증반응도 없는 국소상 또는 여러군데의 반점상의 탈모가 특징이다. 이것은 자신의 모낭에대한 자가 면역성 반응이라 여겨진다. 다른 탈모의 원인은 제외함으로 진단한다., 탈모 
1396,새끼 고양이의 털 꼬임으로 인한 탈모(ALOPECIA DUE TO PILI TORTI IN KITTENS),고양이,"털 꼬임은 털의 긴축에 대한 털통로 꼬임의 결과이다.양친이 domestic-shorthaired  인 일곱 마리의 한배새끼 고양이는 출생시 정상이었으나, 빠르게 탈모와 전신증상으로 발전했으며 보통 생후 한달에 죽었다. 광학 현미경 하에서 이차털구멍의 대부분이 회전한 것으로 보였다. 진단은 털의 관찰에 의한다.", 건강상태불량 눈물흘림 눈의화농성분비물 복부팽만 수척 증체율불량 체중감소 탈모 
1397,"개, 고양이의 점액 탈모증(ALOPECIA MUCINOSA IN CATS AND DOGS)","개, 고양이","성묘에서 잘 관찰된다. 이유는 머리, 귀, 목에서 시작해서 탈모의 범위가 잘 규정되기 때문이다. 고양이는 건강하나 피부 생검시 털의 외모근초의 점액성 퇴축이 관찰된다. 이것은 사람의 점액성 탈모증에서 발견되는 것과 유사하다.", 림프절종대 분변냄새의이상 탈모 피부인설 
1398,고양이와 말의 전신탈모증(ALOPECIA UNIVERSALIS IN CATS AND HORSES),고양이,"전신탈모가 자연적으로 발병하기는 드물다. 몇몇 전신탈모인 고양이는 새로운 종(스핑크스고양이, 캐나다 털없는 고양이)이었다. 이차털은 존재할수 있으나 쉽게 빠진다. 부드럽고 털없는 피부는 기름기가 많다. 선천적일 수 있다.  조직학상에서 일차털 주머니가 없고 표피의 과다형성적인 변화가 보인다. 치료방법은 없다. 점진적으로 털이 빠져서 감염된 부분이 완전한 탈모와 림프구의 털주머니에 침윤이 3살의 Percheron 암말에서 나타난다. 진단은 전신탈모로 하며 특별한 처치법이 없으나 약간은 털이 다시 자란다.", 지루성피부 털 깃털 탈모 
1399,고양이의 알파 만노스 축적증(ALPHA MANNOSIDOSIS IN CATS),고양이,"알파만노스 축적증 , 이 질병은 알파만노스 가수분해효소의 부족으로 인해 생긴다. 페르시안 고양이는 유전된다. Domestic Short-haired, Domestic Long-haired 고양이에서도 보고 되어졌다. 부검시 신경계와 간에 넓게 공포가 형성되어있다. 감염된 동물의 임상적인 태위가 이질적이다. 페르시안 종에서는 사산과 새끼고양이의 사망이 있다. 감염되지 않은 새끼 고양이는 6개월까지 산다. Short-haired, Long-haired 새끼고양이는 증상의 개시가 더늦다. 더 긴 임상과정이 있고 페르시안 고양이에서는 나타나지 않는 증상도 있다. 진단은 혈액의 만노스 가수분해효소의 수치의 측정과,림프구의 공포화로 한다.",간 비장종대 거리감각불능 건강상태불량 구토 근경직증 근긴장증 기립불능 돌연사 뒷다리반사이상(증가나감소) 뒷다리양쪽부전마비 떨림 림프절종대 망막색소침착이상 목소리변성 무기력 발육정지 백내장 비정상적또는공격적행동 비정상적인자세 사시 사팔뜨기 선회운동 설사 하리 수척 습성이바뀜 뒷다리만곡 식욕부진 심잡음 안구진탕 연하곤란 운동실조 유산 저체온증 전신허약 증체율불량 진전 체중감소 탈수 허약한새끼분만 후궁반장 
1400,ALPHA-NAPHTHYL THIOUREA (ANTU)독성(ALPHA-NAPHTHYL THIOUREA (ANTU) TOXICITY),"개, 고양이",ANTU는 쥐약이나 또한 다른동물에게도 독약이다.  중독의 발병률은 ANTU의 사용이 줄어듬에 따라 감소했다. 이 물질은 폐의 부종을 일으킨다. 중독된 동물의 임상증후들은 빠르게 나타나 12시간 이내에 죽거나 회복되거나 한다. 병력과 위 내용물의 분석으로 진단한다., 구토 기립불능 기침 다호흡 돌연사 무기력 빈맥 전신허약 지각과민 청색증 호흡곤란 혼수 
1401,개의 ALPHACHLORALOSE독성(ALPHACHLORALOSE TOXICITY IN CATS AND DOGS),"개, 고양이","Alphachloralose는 설치류와 조류의 중추신경계 활성과 억제를 모두 지니는 독약이다.  구토의 유도와 조용한 환경에 동물을 두는 것으로 치료한다.", 거리감각불능 과도한침흘림 기립불능 발열 발작 비정상적또는공격적행동 습성이바뀜 실신 운동실조 지각과민 혼수 
1402,개의 알루미늄 독성(ALUMINUM TOXICITY IN DOGS),개,"개는 알루미늄이 포함된 이물체(수술도구)와 관련되어 신경증상이 발생할수 있다. 이물체가 제거되면 개는 회복된다. 혈청내 알루미늄 수치가 수술 이틀후, 3일 후에 리터당140 ug 과 250 ug 이었다. 혈청 내 수치는 수술 12주 후에 13 ug/l로 떨어졌다. 두 마리의 정상적인 개의 혈청내 알루미늄 수치는 8 과 13 ug aluminum/l 이었다.", 식욕부진 혼수 무기력 전신허약 기립불능 발작 실신 사지마비 떨림 진전 
1403,"개, 고양이의 폐포 또는 세기관지의 미세결석증(ALVEOLAR OR BRONCHIOLAR MICROLITHIASIS IN DOGS AND CATS)","개, 고양이",이것은 병인론이 알려지지 않은 폐의 칼슘침착과 골화가 되는 드문 질병이다. 작은 석회화된 인산칼슘이 폐를 딱딱하게한다. 이 축척물은 또한 폐의 간질에서도 생성될수 있다. 석회화는 아직 알려지지않은 폐의 이물질에 의한 이차증상일지도 모른다. 방사선학과 조직학으로 진단한다.,기침 다호흡 비정상의폐포음 운동기피 청색증 호흡곤란 흉강음 
1404,"고환 종양, 낭종 (Testicular neoplasia, tumor, cysts, in dogs and cats)","개, 고양이"," 고환 종양은 나이든 수컷 개에서 흔하다. 종양의 주요 형태는 생식세포종(seminomas), 버팀세포종(Sertoli cell tumors), Leydig cell tumors. 혼합세포종(Mixed tumor) 등이 관찰되며 종종 전이형도 보인다. 임상증상과 관련해서 잠복고환증(cryptorchidism), 전립선 질병(prostatic disease), 탈모(alopecia), 여성화(feminization), 항문주위샘종(perianal gland neoplasia), 회음탈장(perineal hernia), pendulous penile sheath, 여성형유방종(gynecomastia)등이 나타날 수 있다. 증상, 나이, 병리조직학으로 진단할 수 있다. 아마도 고양이의 많은 개체가 거세하기 때문에 이 종양들은 거의 나타나지 않는다. 고환낭종도 드물게 나타난다.",간 비장종대 비장종대 간종대 고환결손 잠복 구토 다뇨증 다음 많이마심 지나친갈증 림프절종대 무기력 배뇨곤란 배변량감소 변비 배변안됨 복강외부압박에따른통증 복강외부종창 종괴 복강내부종괴 종창 유착 복부팽만 설사 하리 성욕 발기부전 수척 건강상태불량 증체율불량 수컷불임 식욕부진 유선의종대 종괴 유방비대 여성형유방 음경 포피 고환 음낭의종대 종괴 음낭 고환크기이상 적색뇨 갈색뇨 전신허약 체중감소 탈모 무모증 피부또는피하의종창 종괴 결절 피부부종 피부색소과잉침착 피부가비쩍마름 야윈피부 혈뇨 
